time_bin,origin,destination,trips
63000,botanica,durlesti,12
63900,botanica,durlesti,12
64800,botanica,durlesti,12
65700,botanica,durlesti,12
66600,botanica,durlesti,12
67500,botanica,durlesti,12
68400,botanica,durlesti,12
69300,botanica,durlesti,12
70200,botanica,durlesti,12
71100,botanica,durlesti,12
72000,botanica,durlesti,12
72900,botanica,durlesti,12
73800,botanica,durlesti,12
74700,botanica,durlesti,12
75600,botanica,durlesti,12
76500,botanica,durlesti,12
77400,botanica,durlesti,12
78300,botanica,durlesti,12
79200,botanica,durlesti,12
80100,botanica,durlesti,12
81000,botanica,durlesti,12
81900,botanica,durlesti,12
82800,botanica,durlesti,12
83700,botanica,durlesti,12
84600,botanica,durlesti,12
85500,botanica,durlesti,12
0,botanica,riscani,3
900,botanica,riscani,30
1800,botanica,riscani,30
2700,botanica,riscani,30
3600,botanica,riscani,30
4500,botanica,riscani,30
5400,botanica,riscani,30
6300,botanica,riscani,30
7200,botanica,riscani,30
8100,botanica,riscani,30
9000,botanica,riscani,30
9900,botanica,riscani,30
10800,botanica,riscani,30
11700,botanica,riscani,30
12600,botanica,riscani,30
13500,botanica,riscani,30
14400,botanica,riscani,30
15300,botanica,riscani,30
16200,botanica,riscani,30
17100,botanica,riscani,30
18000,botanica,riscani,30
18900,botanica,riscani,30
19800,botanica,riscani,30
20700,botanica,riscani,30
21600,botanica,riscani,30
22500,botanica,riscani,30
23400,botanica,riscani,30
24300,botanica,riscani,30
25200,botanica,riscani,30
26100,botanica,riscani,30
27000,botanica,riscani,30
27900,botanica,riscani,30
28800,botanica,riscani,30
29700,botanica,riscani,30
30600,botanica,riscani,30
31500,botanica,riscani,30
32400,botanica,riscani,30
33300,botanica,riscani,30
34200,botanica,riscani,30
35100,botanica,riscani,30
36000,botanica,riscani,30
36900,botanica,riscani,30
37800,botanica,riscani,30
38700,botanica,riscani,30
39600,botanica,riscani,30
40500,botanica,riscani,30
41400,botanica,riscani,30
42300,botanica,riscani,30
43200,botanica,riscani,30
44100,botanica,riscani,30
45000,botanica,riscani,30
45900,botanica,riscani,30
46800,botanica,riscani,30
47700,botanica,riscani,30
48600,botanica,riscani,30
49500,botanica,riscani,30
50400,botanica,riscani,30
51300,botanica,riscani,30
52200,botanica,riscani,30
53100,botanica,riscani,30
54000,botanica,riscani,30
54900,botanica,riscani,30
55800,botanica,riscani,30
56700,botanica,riscani,30
57600,botanica,riscani,30
58500,botanica,riscani,30
59400,botanica,riscani,30
60300,botanica,riscani,30
61200,botanica,riscani,30
62100,botanica,riscani,30
63000,botanica,riscani,30
63900,botanica,riscani,30
64800,botanica,riscani,30
65700,botanica,riscani,30
66600,botanica,riscani,30
67500,botanica,riscani,30
68400,botanica,riscani,30
69300,botanica,riscani,30
70200,botanica,riscani,30
71100,botanica,riscani,30
72000,botanica,riscani,30
72900,botanica,riscani,30
73800,botanica,riscani,30
74700,botanica,riscani,30
75600,botanica,riscani,30
76500,botanica,riscani,30
77400,botanica,riscani,30
78300,botanica,riscani,30
79200,botanica,riscani,30
80100,botanica,riscani,30
81000,botanica,riscani,30
81900,botanica,riscani,30
82800,botanica,riscani,30
83700,botanica,riscani,30
84600,botanica,riscani,30
85500,botanica,riscani,30
900,botanica,sculeni,9
1800,botanica,sculeni,9
2700,botanica,sculeni,9
3600,botanica,sculeni,9
4500,botanica,sculeni,9
5400,botanica,sculeni,9
6300,botanica,sculeni,9
7200,botanica,sculeni,9
8100,botanica,sculeni,9
9000,botanica,sculeni,9
9900,botanica,sculeni,9
10800,botanica,sculeni,9
11700,botanica,sculeni,9
12600,botanica,sculeni,9
13500,botanica,sculeni,9
14400,botanica,sculeni,9
15300,botanica,sculeni,9
16200,botanica,sculeni,9
17100,botanica,sculeni,9
18000,botanica,sculeni,9
18900,botanica,sculeni,9
19800,botanica,sculeni,9
20700,botanica,sculeni,9
21600,botanica,sculeni,9
22500,botanica,sculeni,9
23400,botanica,sculeni,9
24300,botanica,sculeni,9
25200,botanica,sculeni,9
26100,botanica,sculeni,9
27000,botanica,sculeni,9
27900,botanica,sculeni,9
28800,botanica,sculeni,9
29700,botanica,sculeni,9
30600,botanica,sculeni,9
31500,botanica,sculeni,9
32400,botanica,sculeni,9
33300,botanica,sculeni,9
34200,botanica,sculeni,9
35100,botanica,sculeni,9
36000,botanica,sculeni,9
36900,botanica,sculeni,9
37800,botanica,sculeni,9
38700,botanica,sculeni,9
39600,botanica,sculeni,9
40500,botanica,sculeni,9
41400,botanica,sculeni,9
42300,botanica,sculeni,9
43200,botanica,sculeni,9
44100,botanica,sculeni,9
45000,botanica,sculeni,9
45900,botanica,sculeni,9
46800,botanica,sculeni,9
47700,botanica,sculeni,9
48600,botanica,sculeni,9
49500,botanica,sculeni,9
50400,botanica,sculeni,9
51300,botanica,sculeni,9
52200,botanica,sculeni,9
53100,botanica,sculeni,9
54000,botanica,sculeni,9
54900,botanica,sculeni,9
55800,botanica,sculeni,9
56700,botanica,sculeni,9
57600,botanica,sculeni,9
58500,botanica,sculeni,9
59400,botanica,sculeni,9
60300,botanica,sculeni,9
61200,botanica,sculeni,9
62100,botanica,sculeni,9
63000,botanica,sculeni,9
63900,botanica,sculeni,9
64800,botanica,sculeni,9
65700,botanica,sculeni,9
66600,botanica,sculeni,9
67500,botanica,sculeni,9
68400,botanica,sculeni,9
69300,botanica,sculeni,9
70200,botanica,sculeni,9
71100,botanica,sculeni,9
72000,botanica,sculeni,9
72900,botanica,sculeni,9
73800,botanica,sculeni,9
74700,botanica,sculeni,9
75600,botanica,sculeni,9
76500,botanica,sculeni,9
77400,botanica,sculeni,9
78300,botanica,sculeni,9
79200,botanica,sculeni,9
80100,botanica,sculeni,9
81000,botanica,sculeni,9
81900,botanica,sculeni,9
82800,botanica,sculeni,9
83700,botanica,sculeni,9
84600,botanica,sculeni,9
85500,botanica,sculeni,9
0,botanica,telecentru,6
900,botanica,telecentru,42
1800,botanica,telecentru,42
2700,botanica,telecentru,42
3600,botanica,telecentru,42
4500,botanica,telecentru,42
5400,botanica,telecentru,42
6300,botanica,telecentru,42
7200,botanica,telecentru,42
8100,botanica,telecentru,42
9000,botanica,telecentru,42
9900,botanica,telecentru,42
10800,botanica,telecentru,42
11700,botanica,telecentru,42
12600,botanica,telecentru,42
13500,botanica,telecentru,42
14400,botanica,telecentru,42
15300,botanica,telecentru,42
16200,botanica,telecentru,42
17100,botanica,telecentru,42
18000,botanica,telecentru,42
18900,botanica,telecentru,42
19800,botanica,telecentru,42
20700,botanica,telecentru,42
21600,botanica,telecentru,42
22500,botanica,telecentru,42
23400,botanica,telecentru,42
24300,botanica,telecentru,42
25200,botanica,telecentru,42
26100,botanica,telecentru,42
27000,botanica,telecentru,42
27900,botanica,telecentru,42
28800,botanica,telecentru,42
29700,botanica,telecentru,42
30600,botanica,telecentru,42
31500,botanica,telecentru,42
32400,botanica,telecentru,42
33300,botanica,telecentru,42
34200,botanica,telecentru,42
35100,botanica,telecentru,42
36000,botanica,telecentru,42
36900,botanica,telecentru,42
37800,botanica,telecentru,42
38700,botanica,telecentru,42
39600,botanica,telecentru,42
40500,botanica,telecentru,42
41400,botanica,telecentru,42
42300,botanica,telecentru,42
43200,botanica,telecentru,42
44100,botanica,telecentru,42
45000,botanica,telecentru,42
45900,botanica,telecentru,42
46800,botanica,telecentru,42
47700,botanica,telecentru,42
48600,botanica,telecentru,42
49500,botanica,telecentru,42
50400,botanica,telecentru,42
51300,botanica,telecentru,42
52200,botanica,telecentru,42
53100,botanica,telecentru,42
54000,botanica,telecentru,42
54900,botanica,telecentru,42
55800,botanica,telecentru,42
56700,botanica,telecentru,42
57600,botanica,telecentru,42
58500,botanica,telecentru,42
59400,botanica,telecentru,42
60300,botanica,telecentru,42
61200,botanica,telecentru,42
62100,botanica,telecentru,42
63000,botanica,telecentru,42
63900,botanica,telecentru,42
64800,botanica,telecentru,42
65700,botanica,telecentru,42
66600,botanica,telecentru,42
67500,botanica,telecentru,42
68400,botanica,telecentru,42
69300,botanica,telecentru,42
70200,botanica,telecentru,42
71100,botanica,telecentru,42
72000,botanica,telecentru,42
72900,botanica,telecentru,42
73800,botanica,telecentru,42
74700,botanica,telecentru,42
75600,botanica,telecentru,42
76500,botanica,telecentru,42
77400,botanica,telecentru,42
78300,botanica,telecentru,42
79200,botanica,telecentru,42
80100,botanica,telecentru,42
81000,botanica,telecentru,42
81900,botanica,telecentru,42
82800,botanica,telecentru,42
83700,botanica,telecentru,42
84600,botanica,telecentru,42
85500,botanica,telecentru,42
0,buiucani,botanica,3
900,buiucani,botanica,15
1800,buiucani,botanica,15
2700,buiucani,botanica,15
3600,buiucani,botanica,15
4500,buiucani,botanica,15
5400,buiucani,botanica,15
6300,buiucani,botanica,15
7200,buiucani,botanica,15
8100,buiucani,botanica,15
9000,buiucani,botanica,15
9900,buiucani,botanica,15
10800,buiucani,botanica,15
11700,buiucani,botanica,15
12600,buiucani,botanica,15
13500,buiucani,botanica,15
14400,buiucani,botanica,15
15300,buiucani,botanica,15
16200,buiucani,botanica,15
17100,buiucani,botanica,15
18000,buiucani,botanica,15
18900,buiucani,botanica,15
19800,buiucani,botanica,15
20700,buiucani,botanica,15
21600,buiucani,botanica,15
22500,buiucani,botanica,15
23400,buiucani,botanica,15
24300,buiucani,botanica,15
25200,buiucani,botanica,15
26100,buiucani,botanica,15
27000,buiucani,botanica,15
27900,buiucani,botanica,15
28800,buiucani,botanica,15
29700,buiucani,botanica,15
30600,buiucani,botanica,15
31500,buiucani,botanica,15
32400,buiucani,botanica,15
33300,buiucani,botanica,15
34200,buiucani,botanica,15
35100,buiucani,botanica,15
36000,buiucani,botanica,15
36900,buiucani,botanica,15
37800,buiucani,botanica,15
38700,buiucani,botanica,15
39600,buiucani,botanica,15
40500,buiucani,botanica,15
41400,buiucani,botanica,15
42300,buiucani,botanica,15
43200,buiucani,botanica,15
44100,buiucani,botanica,15
45000,buiucani,botanica,15
45900,buiucani,botanica,15
46800,buiucani,botanica,15
47700,buiucani,botanica,15
48600,buiucani,botanica,15
49500,buiucani,botanica,15
50400,buiucani,botanica,15
51300,buiucani,botanica,15
52200,buiucani,botanica,15
53100,buiucani,botanica,15
54000,buiucani,botanica,15
54900,buiucani,botanica,15
55800,buiucani,botanica,15
56700,buiucani,botanica,15
57600,buiucani,botanica,15
58500,buiucani,botanica,15
59400,buiucani,botanica,15
60300,buiucani,botanica,15
61200,buiucani,botanica,15
62100,buiucani,botanica,15
63000,buiucani,botanica,15
63900,buiucani,botanica,15
64800,buiucani,botanica,15
65700,buiucani,botanica,15
66600,buiucani,botanica,15
67500,buiucani,botanica,15
68400,buiucani,botanica,15
69300,buiucani,botanica,15
70200,buiucani,botanica,15
71100,buiucani,botanica,15
72000,buiucani,botanica,15
72900,buiucani,botanica,15
73800,buiucani,botanica,15
74700,buiucani,botanica,15
75600,buiucani,botanica,15
76500,buiucani,botanica,15
77400,buiucani,botanica,15
78300,buiucani,botanica,15
79200,buiucani,botanica,15
80100,buiucani,botanica,15
81000,buiucani,botanica,15
81900,buiucani,botanica,15
82800,buiucani,botanica,15
83700,buiucani,botanica,15
84600,buiucani,botanica,15
85500,buiucani,botanica,15
0,buiucani,centru,15
900,buiucani,centru,90
1800,buiucani,centru,90
2700,buiucani,centru,90
3600,buiucani,centru,90
4500,buiucani,centru,90
5400,buiucani,centru,90
6300,buiucani,centru,90
7200,buiucani,centru,90
8100,buiucani,centru,90
9000,buiucani,centru,90
9900,buiucani,centru,90
10800,buiucani,centru,90
11700,buiucani,centru,90
12600,buiucani,centru,90
13500,buiucani,centru,90
14400,buiucani,centru,90
15300,buiucani,centru,90
16200,buiucani,centru,90
17100,buiucani,centru,90
18000,buiucani,centru,90
18900,buiucani,centru,90
19800,buiucani,centru,90
20700,buiucani,centru,90
21600,buiucani,centru,90
22500,buiucani,centru,90
23400,buiucani,centru,90
24300,buiucani,centru,90
25200,buiucani,centru,90
26100,buiucani,centru,90
27000,buiucani,centru,90
27900,buiucani,centru,90
28800,buiucani,centru,90
29700,buiucani,centru,90
30600,buiucani,centru,90
31500,buiucani,centru,90
32400,buiucani,centru,90
33300,buiucani,centru,90
34200,buiucani,centru,90
35100,buiucani,centru,90
36000,buiucani,centru,90
36900,buiucani,centru,90
37800,buiucani,centru,90
38700,buiucani,centru,90
39600,buiucani,centru,90
40500,buiucani,centru,90
41400,buiucani,centru,90
42300,buiucani,centru,90
43200,buiucani,centru,90
44100,buiucani,centru,90
45000,buiucani,centru,90
45900,buiucani,centru,90
46800,buiucani,centru,90
47700,buiucani,centru,90
48600,buiucani,centru,90
49500,buiucani,centru,90
50400,buiucani,centru,90
51300,buiucani,centru,90
52200,buiucani,centru,90
53100,buiucani,centru,90
54000,buiucani,centru,90
54900,buiucani,centru,90
55800,buiucani,centru,90
56700,buiucani,centru,90
57600,buiucani,centru,90
58500,buiucani,centru,90
59400,buiucani,centru,90
60300,buiucani,centru,90
61200,buiucani,centru,90
62100,buiucani,centru,90
63000,buiucani,centru,90
63900,buiucani,centru,90
64800,buiucani,centru,90
65700,buiucani,centru,90
66600,buiucani,centru,90
67500,buiucani,centru,90
68400,buiucani,centru,90
69300,buiucani,centru,90
70200,buiucani,centru,90
71100,buiucani,centru,90
72000,buiucani,centru,90
72900,buiucani,centru,90
73800,buiucani,centru,90
74700,buiucani,centru,90
75600,buiucani,centru,90
76500,buiucani,centru,90
77400,buiucani,centru,90
78300,buiucani,centru,90
79200,buiucani,centru,90
80100,buiucani,centru,90
81000,buiucani,centru,90
81900,buiucani,centru,90
82800,buiucani,centru,90
83700,buiucani,centru,90
84600,buiucani,centru,90
85500,buiucani,centru,90
0,buiucani,ciocana,3
900,buiucani,ciocana,15
1800,buiucani,ciocana,15
2700,buiucani,ciocana,15
3600,buiucani,ciocana,15
4500,buiucani,ciocana,15
5400,buiucani,ciocana,15
6300,buiucani,ciocana,15
7200,buiucani,ciocana,15
8100,buiucani,ciocana,15
9000,buiucani,ciocana,15
9900,buiucani,ciocana,15
10800,buiucani,ciocana,15
11700,buiucani,ciocana,15
12600,buiucani,ciocana,15
13500,buiucani,ciocana,15
14400,buiucani,ciocana,15
15300,buiucani,ciocana,15
16200,buiucani,ciocana,15
17100,buiucani,ciocana,15
18000,buiucani,ciocana,15
18900,buiucani,ciocana,15
19800,buiucani,ciocana,15
20700,buiucani,ciocana,15
21600,buiucani,ciocana,15
22500,buiucani,ciocana,15
23400,buiucani,ciocana,15
24300,buiucani,ciocana,15
25200,buiucani,ciocana,15
26100,buiucani,ciocana,15
27000,buiucani,ciocana,15
27900,buiucani,ciocana,15
28800,buiucani,ciocana,15
29700,buiucani,ciocana,15
30600,buiucani,ciocana,15
31500,buiucani,ciocana,15
32400,buiucani,ciocana,15
33300,buiucani,ciocana,15
34200,buiucani,ciocana,15
35100,buiucani,ciocana,15
36000,buiucani,ciocana,15
36900,buiucani,ciocana,15
37800,buiucani,ciocana,15
38700,buiucani,ciocana,15
39600,buiucani,ciocana,15
40500,buiucani,ciocana,15
41400,buiucani,ciocana,15
42300,buiucani,ciocana,15
43200,buiucani,ciocana,15
44100,buiucani,ciocana,15
45000,buiucani,ciocana,15
45900,buiucani,ciocana,15
46800,buiucani,ciocana,15
47700,buiucani,ciocana,15
48600,buiucani,ciocana,15
49500,buiucani,ciocana,15
50400,buiucani,ciocana,15
51300,buiucani,ciocana,15
52200,buiucani,ciocana,15
53100,buiucani,ciocana,15
54000,buiucani,ciocana,15
54900,buiucani,ciocana,15
55800,buiucani,ciocana,15
56700,buiucani,ciocana,15
57600,buiucani,ciocana,15
58500,buiucani,ciocana,15
59400,buiucani,ciocana,15
60300,buiucani,ciocana,15
61200,buiucani,ciocana,15
62100,buiucani,ciocana,15
63000,buiucani,ciocana,15
63900,buiucani,ciocana,15
64800,buiucani,ciocana,15
65700,buiucani,ciocana,15
66600,buiucani,ciocana,15
67500,buiucani,ciocana,15
68400,buiucani,ciocana,15
69300,buiucani,ciocana,15
70200,buiucani,ciocana,15
71100,buiucani,ciocana,15
72000,buiucani,ciocana,15
72900,buiucani,ciocana,15
73800,buiucani,ciocana,15
74700,buiucani,ciocana,15
75600,buiucani,ciocana,15
76500,buiucani,ciocana,15
77400,buiucani,ciocana,15
78300,buiucani,ciocana,15
79200,buiucani,ciocana,15
80100,buiucani,ciocana,15
81000,buiucani,ciocana,15
81900,buiucani,ciocana,15
82800,buiucani,ciocana,15
83700,buiucani,ciocana,15
84600,buiucani,ciocana,15
85500,buiucani,ciocana,15
0,buiucani,durlesti,3
900,buiucani,durlesti,21
1800,buiucani,durlesti,21
2700,buiucani,durlesti,21
3600,buiucani,durlesti,21
4500,buiucani,durlesti,21
5400,buiucani,durlesti,21
6300,buiucani,durlesti,21
7200,buiucani,durlesti,21
8100,buiucani,durlesti,21
9000,buiucani,durlesti,21
9900,buiucani,durlesti,21
10800,buiucani,durlesti,21
11700,buiucani,durlesti,21
12600,buiucani,durlesti,21
13500,buiucani,durlesti,21
14400,buiucani,durlesti,21
15300,buiucani,durlesti,21
16200,buiucani,durlesti,21
17100,buiucani,durlesti,21
18000,buiucani,durlesti,21
18900,buiucani,durlesti,21
19800,buiucani,durlesti,21
20700,buiucani,durlesti,21
21600,buiucani,durlesti,21
22500,buiucani,durlesti,21
23400,buiucani,durlesti,21
24300,buiucani,durlesti,21
25200,buiucani,durlesti,21
26100,buiucani,durlesti,21
27000,buiucani,durlesti,21
27900,buiucani,durlesti,21
28800,buiucani,durlesti,21
29700,buiucani,durlesti,21
30600,buiucani,durlesti,21
31500,buiucani,durlesti,21
32400,buiucani,durlesti,21
33300,buiucani,durlesti,21
34200,buiucani,durlesti,21
35100,buiucani,durlesti,21
36000,buiucani,durlesti,21
36900,buiucani,durlesti,21
37800,buiucani,durlesti,21
38700,buiucani,durlesti,21
39600,buiucani,durlesti,21
40500,buiucani,durlesti,21
41400,buiucani,durlesti,21
42300,buiucani,durlesti,21
43200,buiucani,durlesti,21
44100,buiucani,durlesti,21
45000,buiucani,durlesti,21
45900,buiucani,durlesti,21
46800,buiucani,durlesti,21
47700,buiucani,durlesti,21
48600,buiucani,durlesti,21
49500,buiucani,durlesti,21
50400,buiucani,durlesti,21
