time_bin,origin,destination,trips
80100,botanica,centru,70
81000,botanica,centru,70
81900,botanica,centru,70
82800,botanica,centru,70
83700,botanica,centru,70
84600,botanica,centru,70
85500,botanica,centru,70
0,botanica,ciocana,1
900,botanica,ciocana,5
1800,botanica,ciocana,5
2700,botanica,ciocana,5
3600,botanica,ciocana,5
4500,botanica,ciocana,5
5400,botanica,ciocana,5
6300,botanica,ciocana,5
7200,botanica,ciocana,5
8100,botanica,ciocana,5
9000,botanica,ciocana,5
9900,botanica,ciocana,5
10800,botanica,ciocana,5
11700,botanica,ciocana,5
12600,botanica,ciocana,5
13500,botanica,ciocana,5
14400,botanica,ciocana,5
15300,botanica,ciocana,5
16200,botanica,ciocana,5
17100,botanica,ciocana,5
18000,botanica,ciocana,5
18900,botanica,ciocana,5
19800,botanica,ciocana,5
20700,botanica,ciocana,5
21600,botanica,ciocana,5
22500,botanica,ciocana,5
23400,botanica,ciocana,5
24300,botanica,ciocana,5
25200,botanica,ciocana,5
26100,botanica,ciocana,5
27000,botanica,ciocana,5
27900,botanica,ciocana,5
28800,botanica,ciocana,5
29700,botanica,ciocana,5
30600,botanica,ciocana,5
31500,botanica,ciocana,5
32400,botanica,ciocana,5
33300,botanica,ciocana,5
34200,botanica,ciocana,5
35100,botanica,ciocana,5
36000,botanica,ciocana,5
36900,botanica,ciocana,5
37800,botanica,ciocana,5
38700,botanica,ciocana,5
39600,botanica,ciocana,5
40500,botanica,ciocana,5
41400,botanica,ciocana,5
42300,botanica,ciocana,5
43200,botanica,ciocana,5
44100,botanica,ciocana,5
45000,botanica,ciocana,5
45900,botanica,ciocana,5
46800,botanica,ciocana,5
47700,botanica,ciocana,5
48600,botanica,ciocana,5
49500,botanica,ciocana,5
50400,botanica,ciocana,5
51300,botanica,ciocana,5
52200,botanica,ciocana,5
53100,botanica,ciocana,5
54000,botanica,ciocana,5
54900,botanica,ciocana,5
55800,botanica,ciocana,5
56700,botanica,ciocana,5
57600,botanica,ciocana,5
58500,botanica,ciocana,5
59400,botanica,ciocana,5
60300,botanica,ciocana,5
61200,botanica,ciocana,5
62100,botanica,ciocana,5
63000,botanica,ciocana,5
63900,botanica,ciocana,5
64800,botanica,ciocana,5
65700,botanica,ciocana,5
66600,botanica,ciocana,5
67500,botanica,ciocana,5
68400,botanica,ciocana,5
69300,botanica,ciocana,5
70200,botanica,ciocana,5
71100,botanica,ciocana,5
72000,botanica,ciocana,5
72900,botanica,ciocana,5
73800,botanica,ciocana,5
74700,botanica,ciocana,5
75600,botanica,ciocana,5
76500,botanica,ciocana,5
77400,botanica,ciocana,5
78300,botanica,ciocana,5
79200,botanica,ciocana,5
80100,botanica,ciocana,5
81000,botanica,ciocana,5
81900,botanica,ciocana,5
82800,botanica,ciocana,5
83700,botanica,ciocana,5
84600,botanica,ciocana,5
85500,botanica,ciocana,5
0,botanica,durlesti,1
900,botanica,durlesti,4
1800,botanica,durlesti,4
2700,botanica,durlesti,4
3600,botanica,durlesti,4
4500,botanica,durlesti,4
5400,botanica,durlesti,4
6300,botanica,durlesti,4
7200,botanica,durlesti,4
8100,botanica,durlesti,4
9000,botanica,durlesti,4
9900,botanica,durlesti,4
10800,botanica,durlesti,4
11700,botanica,durlesti,4
12600,botanica,durlesti,4
13500,botanica,durlesti,4
14400,botanica,durlesti,4
15300,botanica,durlesti,4
16200,botanica,durlesti,4
17100,botanica,durlesti,4
18000,botanica,durlesti,4
18900,botanica,durlesti,4
19800,botanica,durlesti,4
20700,botanica,durlesti,4
21600,botanica,durlesti,4
22500,botanica,durlesti,4
23400,botanica,durlesti,4
24300,botanica,durlesti,4
25200,botanica,durlesti,4
26100,botanica,durlesti,4
27000,botanica,durlesti,4
27900,botanica,durlesti,4
28800,botanica,durlesti,4
29700,botanica,durlesti,4
30600,botanica,durlesti,4
31500,botanica,durlesti,4
32400,botanica,durlesti,4
33300,botanica,durlesti,4
34200,botanica,durlesti,4
35100,botanica,durlesti,4
36000,botanica,durlesti,4
36900,botanica,durlesti,4
37800,botanica,durlesti,4
38700,botanica,durlesti,4
39600,botanica,durlesti,4
40500,botanica,durlesti,4
41400,botanica,durlesti,4
42300,botanica,durlesti,4
43200,botanica,durlesti,4
44100,botanica,durlesti,4
45000,botanica,durlesti,4
45900,botanica,durlesti,4
46800,botanica,durlesti,4
47700,botanica,durlesti,4
48600,botanica,durlesti,4
49500,botanica,durlesti,4
50400,botanica,durlesti,4
51300,botanica,durlesti,4
52200,botanica,durlesti,4
53100,botanica,durlesti,4
54000,botanica,durlesti,4
54900,botanica,durlesti,4
55800,botanica,durlesti,4
56700,botanica,durlesti,4
57600,botanica,durlesti,4
58500,botanica,durlesti,4
59400,botanica,durlesti,4
60300,botanica,durlesti,4
61200,botanica,durlesti,4
62100,botanica,durlesti,4
63000,botanica,durlesti,4
63900,botanica,durlesti,4
64800,botanica,durlesti,4
65700,botanica,durlesti,4
66600,botanica,durlesti,4
67500,botanica,durlesti,4
68400,botanica,durlesti,4
69300,botanica,durlesti,4
70200,botanica,durlesti,4
71100,botanica,durlesti,4
72000,botanica,durlesti,4
72900,botanica,durlesti,4
73800,botanica,durlesti,4
74700,botanica,durlesti,4
75600,botanica,durlesti,4
76500,botanica,durlesti,4
77400,botanica,durlesti,4
78300,botanica,durlesti,4
79200,botanica,durlesti,4
80100,botanica,durlesti,4
81000,botanica,durlesti,4
81900,botanica,durlesti,4
82800,botanica,durlesti,4
83700,botanica,durlesti,4
84600,botanica,durlesti,4
85500,botanica,durlesti,4
0,botanica,riscani,1
900,botanica,riscani,10
1800,botanica,riscani,10
2700,botanica,riscani,10
3600,botanica,riscani,10
4500,botanica,riscani,10
5400,botanica,riscani,10
6300,botanica,riscani,10
7200,botanica,riscani,10
8100,botanica,riscani,10
9000,botanica,riscani,10
9900,botanica,riscani,10
10800,botanica,riscani,10
11700,botanica,riscani,10
12600,botanica,riscani,10
13500,botanica,riscani,10
14400,botanica,riscani,10
15300,botanica,riscani,10
16200,botanica,riscani,10
17100,botanica,riscani,10
18000,botanica,riscani,10
18900,botanica,riscani,10
19800,botanica,riscani,10
20700,botanica,riscani,10
21600,botanica,riscani,10
22500,botanica,riscani,10
23400,botanica,riscani,10
24300,botanica,riscani,10
25200,botanica,riscani,10
26100,botanica,riscani,10
27000,botanica,riscani,10
27900,botanica,riscani,10
28800,botanica,riscani,10
29700,botanica,riscani,10
30600,botanica,riscani,10
31500,botanica,riscani,10
32400,botanica,riscani,10
33300,botanica,riscani,10
34200,botanica,riscani,10
35100,botanica,riscani,10
36000,botanica,riscani,10
36900,botanica,riscani,10
37800,botanica,riscani,10
38700,botanica,riscani,10
39600,botanica,riscani,10
40500,botanica,riscani,10
41400,botanica,riscani,10
42300,botanica,riscani,10
43200,botanica,riscani,10
44100,botanica,riscani,10
45000,botanica,riscani,10
45900,botanica,riscani,10
46800,botanica,riscani,10
47700,botanica,riscani,10
48600,botanica,riscani,10
49500,botanica,riscani,10
50400,botanica,riscani,10
51300,botanica,riscani,10
52200,botanica,riscani,10
53100,botanica,riscani,10
54000,botanica,riscani,10
54900,botanica,riscani,10
55800,botanica,riscani,10
56700,botanica,riscani,10
57600,botanica,riscani,10
58500,botanica,riscani,10
59400,botanica,riscani,10
60300,botanica,riscani,10
61200,botanica,riscani,10
62100,botanica,riscani,10
63000,botanica,riscani,10
63900,botanica,riscani,10
64800,botanica,riscani,10
65700,botanica,riscani,10
66600,botanica,riscani,10
67500,botanica,riscani,10
68400,botanica,riscani,10
69300,botanica,riscani,10
70200,botanica,riscani,10
71100,botanica,riscani,10
72000,botanica,riscani,10
72900,botanica,riscani,10
73800,botanica,riscani,10
74700,botanica,riscani,10
75600,botanica,riscani,10
76500,botanica,riscani,10
77400,botanica,riscani,10
78300,botanica,riscani,10
79200,botanica,riscani,10
80100,botanica,riscani,10
81000,botanica,riscani,10
81900,botanica,riscani,10
82800,botanica,riscani,10
83700,botanica,riscani,10
84600,botanica,riscani,10
85500,botanica,riscani,10
900,botanica,sculeni,3
1800,botanica,sculeni,3
2700,botanica,sculeni,3
3600,botanica,sculeni,3
4500,botanica,sculeni,3
5400,botanica,sculeni,3
6300,botanica,sculeni,3
7200,botanica,sculeni,3
8100,botanica,sculeni,3
9000,botanica,sculeni,3
9900,botanica,sculeni,3
10800,botanica,sculeni,3
11700,botanica,sculeni,3
12600,botanica,sculeni,3
13500,botanica,sculeni,3
14400,botanica,sculeni,3
15300,botanica,sculeni,3
16200,botanica,sculeni,3
17100,botanica,sculeni,3
18000,botanica,sculeni,3
18900,botanica,sculeni,3
19800,botanica,sculeni,3
20700,botanica,sculeni,3
21600,botanica,sculeni,3
22500,botanica,sculeni,3
23400,botanica,sculeni,3
24300,botanica,sculeni,3
25200,botanica,sculeni,3
26100,botanica,sculeni,3
27000,botanica,sculeni,3
27900,botanica,sculeni,3
28800,botanica,sculeni,3
29700,botanica,sculeni,3
30600,botanica,sculeni,3
31500,botanica,sculeni,3
32400,botanica,sculeni,3
33300,botanica,sculeni,3
34200,botanica,sculeni,3
35100,botanica,sculeni,3
36000,botanica,sculeni,3
36900,botanica,sculeni,3
37800,botanica,sculeni,3
38700,botanica,sculeni,3
39600,botanica,sculeni,3
40500,botanica,sculeni,3
41400,botanica,sculeni,3
42300,botanica,sculeni,3
43200,botanica,sculeni,3
44100,botanica,sculeni,3
45000,botanica,sculeni,3
45900,botanica,sculeni,3
46800,botanica,sculeni,3
47700,botanica,sculeni,3
48600,botanica,sculeni,3
49500,botanica,sculeni,3
50400,botanica,sculeni,3
51300,botanica,sculeni,3
52200,botanica,sculeni,3
53100,botanica,sculeni,3
54000,botanica,sculeni,3
54900,botanica,sculeni,3
55800,botanica,sculeni,3
56700,botanica,sculeni,3
57600,botanica,sculeni,3
58500,botanica,sculeni,3
59400,botanica,sculeni,3
60300,botanica,sculeni,3
61200,botanica,sculeni,3
62100,botanica,sculeni,3
63000,botanica,sculeni,3
63900,botanica,sculeni,3
64800,botanica,sculeni,3
65700,botanica,sculeni,3
66600,botanica,sculeni,3
67500,botanica,sculeni,3
68400,botanica,sculeni,3
69300,botanica,sculeni,3
70200,botanica,sculeni,3
71100,botanica,sculeni,3
72000,botanica,sculeni,3
72900,botanica,sculeni,3
73800,botanica,sculeni,3
74700,botanica,sculeni,3
75600,botanica,sculeni,3
76500,botanica,sculeni,3
77400,botanica,sculeni,3
78300,botanica,sculeni,3
79200,botanica,sculeni,3
80100,botanica,sculeni,3
81000,botanica,sculeni,3
81900,botanica,sculeni,3
82800,botanica,sculeni,3
83700,botanica,sculeni,3
84600,botanica,sculeni,3
85500,botanica,sculeni,3
0,botanica,telecentru,2
900,botanica,telecentru,14
1800,botanica,telecentru,14
2700,botanica,telecentru,14
3600,botanica,telecentru,14
4500,botanica,telecentru,14
5400,botanica,telecentru,14
6300,botanica,telecentru,14
7200,botanica,telecentru,14
8100,botanica,telecentru,14
9000,botanica,telecentru,14
9900,botanica,telecentru,14
10800,botanica,telecentru,14
11700,botanica,telecentru,14
12600,botanica,telecentru,14
13500,botanica,telecentru,14
14400,botanica,telecentru,14
15300,botanica,telecentru,14
16200,botanica,telecentru,14
17100,botanica,telecentru,14
18000,botanica,telecentru,14
18900,botanica,telecentru,14
19800,botanica,telecentru,14
20700,botanica,telecentru,14
21600,botanica,telecentru,14
22500,botanica,telecentru,14
23400,botanica,telecentru,14
24300,botanica,telecentru,14
25200,botanica,telecentru,14
26100,botanica,telecentru,14
27000,botanica,telecentru,14
27900,botanica,telecentru,14
28800,botanica,telecentru,14
29700,botanica,telecentru,14
30600,botanica,telecentru,14
31500,botanica,telecentru,14
32400,botanica,telecentru,14
33300,botanica,telecentru,14
34200,botanica,telecentru,14
35100,botanica,telecentru,14
36000,botanica,telecentru,14
36900,botanica,telecentru,14
37800,botanica,telecentru,14
38700,botanica,telecentru,14
39600,botanica,telecentru,14
40500,botanica,telecentru,14
41400,botanica,telecentru,14
42300,botanica,telecentru,14
43200,botanica,telecentru,14
44100,botanica,telecentru,14
45000,botanica,telecentru,14
45900,botanica,telecentru,14
46800,botanica,telecentru,14
47700,botanica,telecentru,14
48600,botanica,telecentru,14
49500,botanica,telecentru,14
50400,botanica,telecentru,14
51300,botanica,telecentru,14
52200,botanica,telecentru,14
53100,botanica,telecentru,14
54000,botanica,telecentru,14
54900,botanica,telecentru,14
55800,botanica,telecentru,14
56700,botanica,telecentru,14
57600,botanica,telecentru,14
58500,botanica,telecentru,14
59400,botanica,telecentru,14
60300,botanica,telecentru,14
61200,botanica,telecentru,14
62100,botanica,telecentru,14
63000,botanica,telecentru,14
63900,botanica,telecentru,14
64800,botanica,telecentru,14
65700,botanica,telecentru,14
66600,botanica,telecentru,14
67500,botanica,telecentru,14
68400,botanica,telecentru,14
69300,botanica,telecentru,14
70200,botanica,telecentru,14
71100,botanica,telecentru,14
72000,botanica,telecentru,14
72900,botanica,telecentru,14
73800,botanica,telecentru,14
74700,botanica,telecentru,14
75600,botanica,telecentru,14
76500,botanica,telecentru,14
77400,botanica,telecentru,14
78300,botanica,telecentru,14
79200,botanica,telecentru,14
80100,botanica,telecentru,14
81000,botanica,telecentru,14
81900,botanica,telecentru,14
82800,botanica,telecentru,14
83700,botanica,telecentru,14
84600,botanica,telecentru,14
85500,botanica,telecentru,14
0,buiucani,botanica,1
900,buiucani,botanica,5
1800,buiucani,botanica,5
2700,buiucani,botanica,5
3600,buiucani,botanica,5
4500,buiucani,botanica,5
5400,buiucani,botanica,5
6300,buiucani,botanica,5
7200,buiucani,botanica,5
8100,buiucani,botanica,5
9000,buiucani,botanica,5
9900,buiucani,botanica,5
10800,buiucani,botanica,5
11700,buiucani,botanica,5
12600,buiucani,botanica,5
13500,buiucani,botanica,5
14400,buiucani,botanica,5
15300,buiucani,botanica,5
16200,buiucani,botanica,5
17100,buiucani,botanica,5
18000,buiucani,botanica,5
18900,buiucani,botanica,5
19800,buiucani,botanica,5
20700,buiucani,botanica,5
21600,buiucani,botanica,5
22500,buiucani,botanica,5
23400,buiucani,botanica,5
24300,buiucani,botanica,5
25200,buiucani,botanica,5
26100,buiucani,botanica,5
27000,buiucani,botanica,5
27900,buiucani,botanica,5
28800,buiucani,botanica,5
29700,buiucani,botanica,5
30600,buiucani,botanica,5
31500,buiucani,botanica,5
32400,buiucani,botanica,5
33300,buiucani,botanica,5
34200,buiucani,botanica,5
35100,buiucani,botanica,5
36000,buiucani,botanica,5
36900,buiucani,botanica,5
37800,buiucani,botanica,5
38700,buiucani,botanica,5
39600,buiucani,botanica,5
40500,buiucani,botanica,5
41400,buiucani,botanica,5
42300,buiucani,botanica,5
43200,buiucani,botanica,5
44100,buiucani,botanica,5
45000,buiucani,botanica,5
45900,buiucani,botanica,5
46800,buiucani,botanica,5
47700,buiucani,botanica,5
48600,buiucani,botanica,5
49500,buiucani,botanica,5
50400,buiucani,botanica,5
51300,buiucani,botanica,5
52200,buiucani,botanica,5
53100,buiucani,botanica,5
54000,buiucani,botanica,5
54900,buiucani,botanica,5
55800,buiucani,botanica,5
56700,buiucani,botanica,5
57600,buiucani,botanica,5
58500,buiucani,botanica,5
59400,buiucani,botanica,5
60300,buiucani,botanica,5
61200,buiucani,botanica,5
62100,buiucani,botanica,5
63000,buiucani,botanica,5
63900,buiucani,botanica,5
64800,buiucani,botanica,5
65700,buiucani,botanica,5
66600,buiucani,botanica,5
67500,buiucani,botanica,5
68400,buiucani,botanica,5
69300,buiucani,botanica,5
70200,buiucani,botanica,5
71100,buiucani,botanica,5
72000,buiucani,botanica,5
72900,buiucani,botanica,5
73800,buiucani,botanica,5
74700,buiucani,botanica,5
75600,buiucani,botanica,5
76500,buiucani,botanica,5
77400,buiucani,botanica,5
78300,buiucani,botanica,5
79200,buiucani,botanica,5
80100,buiucani,botanica,5
81000,buiucani,botanica,5
81900,buiucani,botanica,5
82800,buiucani,botanica,5
83700,buiucani,botanica,5
84600,buiucani,botanica,5
85500,buiucani,botanica,5
0,buiucani,centru,5
900,buiucani,centru,30
1800,buiucani,centru,30
2700,buiucani,centru,30
3600,buiucani,centru,30
4500,buiucani,centru,30
5400,buiucani,centru,30
6300,buiucani,centru,30
7200,buiucani,centru,30
8100,buiucani,centru,30
9000,buiucani,centru,30
9900,buiucani,centru,30
10800,buiucani,centru,30
11700,buiucani,centru,30
12600,buiucani,centru,30
13500,buiucani,centru,30
14400,buiucani,centru,30
15300,buiucani,centru,30
16200,buiucani,centru,30
17100,buiucani,centru,30
18000,buiucani,centru,30
18900,buiucani,centru,30
19800,buiucani,centru,30
20700,buiucani,centru,30
21600,buiucani,centru,30
22500,buiucani,centru,30
23400,buiucani,centru,30
24300,buiucani,centru,30
25200,buiucani,centru,30
26100,buiucani,centru,30
27000,buiucani,centru,30
27900,buiucani,centru,30
28800,buiucani,centru,30
29700,buiucani,centru,30
30600,buiucani,centru,30
31500,buiucani,centru,30
32400,buiucani,centru,30
33300,buiucani,centru,30
34200,buiucani,centru,30
35100,buiucani,centru,30
36000,buiucani,centru,30
36900,buiucani,centru,30
37800,buiucani,centru,30
38700,buiucani,centru,30
39600,buiucani,centru,30
40500,buiucani,centru,30
41400,buiucani,centru,30
42300,buiucani,centru,30
43200,buiucani,centru,30
44100,buiucani,centru,30
45000,buiucani,centru,30
45900,buiucani,centru,30
46800,buiucani,centru,30
47700,buiucani,centru,30
48600,buiucani,centru,30
49500,buiucani,centru,30
50400,buiucani,centru,30
51300,buiucani,centru,30
52200,buiucani,centru,30
53100,buiucani,centru,30
54000,buiucani,centru,30
54900,buiucani,centru,30
55800,buiucani,centru,30
56700,buiucani,centru,30
57600,buiucani,centru,30
58500,buiucani,centru,30
59400,buiucani,centru,30
60300,buiucani,centru,30
61200,buiucani,centru,30
62100,buiucani,centru,30
63000,buiucani,centru,30
63900,buiucani,centru,30
64800,buiucani,centru,30
65700,buiucani,centru,30
66600,buiucani,centru,30
67500,buiucani,centru,30
68400,buiucani,centru,30
69300,buiucani,centru,30
70200,buiucani,centru,30
71100,buiucani,centru,30
72000,buiucani,centru,30
72900,buiucani,centru,30
73800,buiucani,centru,30
74700,buiucani,centru,30
75600,buiucani,centru,30
76500,buiucani,centru,30
77400,buiucani,centru,30
78300,buiucani,centru,30
79200,buiucani,centru,30
80100,buiucani,centru,30
81000,buiucani,centru,30
81900,buiucani,centru,30
82800,buiucani,centru,30
83700,buiucani,centru,30
84600,buiucani,centru,30
85500,buiucani,centru,30
0,buiucani,ciocana,1
900,buiucani,ciocana,5
1800,buiucani,ciocana,5
2700,buiucani,ciocana,5
3600,buiucani,ciocana,5
4500,buiucani,ciocana,5
5400,buiucani,ciocana,5
6300,buiucani,ciocana,5
7200,buiucani,ciocana,5
8100,buiucani,ciocana,5
9000,buiucani,ciocana,5
9900,buiucani,ciocana,5
10800,buiucani,ciocana,5
11700,buiucani,ciocana,5
12600,buiucani,ciocana,5
13500,buiucani,ciocana,5
14400,buiucani,ciocana,5
15300,buiucani,ciocana,5
16200,buiucani,ciocana,5
17100,buiucani,ciocana,5
18000,buiucani,ciocana,5
18900,buiucani,ciocana,5
19800,buiucani,ciocana,5
20700,buiucani,ciocana,5
21600,buiucani,ciocana,5
22500,buiucani,ciocana,5
23400,buiucani,ciocana,5
24300,buiucani,ciocana,5
25200,buiucani,ciocana,5
26100,buiucani,ciocana,5
27000,buiucani,ciocana,5
27900,buiucani,ciocana,5
28800,buiucani,ciocana,5
29700,buiucani,ciocana,5
30600,buiucani,ciocana,5
31500,buiucani,ciocana,5
32400,buiucani,ciocana,5
33300,buiucani,ciocana,5
34200,buiucani,ciocana,5
35100,buiucani,ciocana,5
36000,buiucani,ciocana,5
36900,buiucani,ciocana,5
37800,buiucani,ciocana,5
38700,buiucani,ciocana,5
39600,buiucani,ciocana,5
40500,buiucani,ciocana,5
41400,buiucani,ciocana,5
42300,buiucani,ciocana,5
43200,buiucani,ciocana,5
44100,buiucani,ciocana,5
45000,buiucani,ciocana,5
45900,buiucani,ciocana,5
46800,buiucani,ciocana,5
47700,buiucani,ciocana,5
48600,buiucani,ciocana,5
49500,buiucani,ciocana,5
50400,buiucani,ciocana,5
51300,buiucani,ciocana,5
52200,buiucani,ciocana,5
53100,buiucani,ciocana,5
54000,buiucani,ciocana,5
54900,buiucani,ciocana,5
55800,buiucani,ciocana,5
56700,buiucani,ciocana,5
57600,buiucani,ciocana,5
58500,buiucani,ciocana,5
59400,buiucani,ciocana,5
60300,buiucani,ciocana,5
61200,buiucani,ciocana,5
62100,buiucani,ciocana,5
63000,buiucani,ciocana,5
63900,buiucani,ciocana,5
64800,buiucani,ciocana,5
65700,buiucani,ciocana,5
66600,buiucani,ciocana,5
67500,buiucani,ciocana,5
68400,buiucani,ciocana,5
69300,buiucani,ciocana,5
70200,buiucani,ciocana,5
71100,buiucani,ciocana,5
72000,buiucani,ciocana,5
72900,buiucani,ciocana,5
73800,buiucani,ciocana,5
74700,buiucani,ciocana,5
75600,buiucani,ciocana,5
76500,buiucani,ciocana,5
77400,buiucani,ciocana,5
78300,buiucani,ciocana,5
79200,buiucani,ciocana,5
80100,buiucani,ciocana,5
81000,buiucani,ciocana,5
81900,buiucani,ciocana,5
82800,buiucani,ciocana,5
83700,buiucani,ciocana,5
84600,buiucani,ciocana,5
85500,buiucani,ciocana,5
0,buiucani,durlesti,1
900,buiucani,durlesti,7
1800,buiucani,durlesti,7
2700,buiucani,durlesti,7
3600,buiucani,durlesti,7
4500,buiucani,durlesti,7
5400,buiucani,durlesti,7
6300,buiucani,durlesti,7
7200,buiucani,durlesti,7
8100,buiucani,durlesti,7
9000,buiucani,durlesti,7
9900,buiucani,durlesti,7
10800,buiucani,durlesti,7
11700,buiucani,durlesti,7
12600,buiucani,durlesti,7
13500,buiucani,durlesti,7
14400,buiucani,durlesti,7
15300,buiucani,durlesti,7
16200,buiucani,durlesti,7
17100,buiucani,durlesti,7
18000,buiucani,durlesti,7
18900,buiucani,durlesti,7
19800,buiucani,durlesti,7
20700,buiucani,durlesti,7
21600,buiucani,durlesti,7
22500,buiucani,durlesti,7
23400,buiucani,durlesti,7
24300,buiucani,durlesti,7
25200,buiucani,durlesti,7
26100,buiucani,durlesti,7
27000,buiucani,durlesti,7
27900,buiucani,durlesti,7
28800,buiucani,durlesti,7
29700,buiucani,durlesti,7
30600,buiucani,durlesti,7
31500,buiucani,durlesti,7
32400,buiucani,durlesti,7
33300,buiucani,durlesti,7
34200,buiucani,durlesti,7
35100,buiucani,durlesti,7
36000,buiucani,durlesti,7
36900,buiucani,durlesti,7
37800,buiucani,durlesti,7
38700,buiucani,durlesti,7
39600,buiucani,durlesti,7
40500,buiucani,durlesti,7
41400,buiucani,durlesti,7
42300,buiucani,durlesti,7
43200,buiucani,durlesti,7
44100,buiucani,durlesti,7
45000,buiucani,durlesti,7
45900,buiucani,durlesti,7
46800,buiucani,durlesti,7
47700,buiucani,durlesti,7
48600,buiucani,durlesti,7
49500,buiucani,durlesti,7
50400,buiucani,durlesti,7
